batter_name,Role,Amount,Team,Year,Player Origin,matches,total_runs,dismissals,balls_faced,batting_avg,batting_sr,boundary_pct,non_boundary_sr,spinner_runs,spinner_dismissals,spinner_balls_faced,spinner_batting_avg,spinner_batting_sr,spinner_boundary_pct,spinner_non_boundary_sr,pacer_runs,pacer_dismissals,pacer_balls_faced,pacer_batting_avg,pacer_batting_sr,pacer_boundary_pct,pacer_non_boundary_sr
K.Bhagath Varma,All-Rounder,2000000,Chennai Super Kings,2021,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K.Bhagath Varma,All-Rounder,2000000,Chennai Super Kings,2022,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K.C Cariappa,Bowler,2000000,Rajasthan Royals,2021,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K.C Cariappa,Bowler,3000000,Rajasthan Royals,2022,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K.C. Cariappa,Bowler,24000000,Kolkata Knight Riders,2015,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K.C. Cariappa,Bowler,8000000,Kings XI Punjab,2016,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K.K. Jiyaz,Bowler,1000000,Delhi Daredevils,2015,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K.M. Asif,Bowler,2000000,Chennai Super Kings,2022,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K.S. Bharat,Wicket Keeper,20000000,Delhi Capitals,2022,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kagiso Rabada,Bowler,50000000,Delhi Daredevils,2017,Overseas,5,8,2,14,4.00,57.14,0.00%,57.14,NA,NA,NA,NA,NA,NA,NA,8,1,13,8.00,61.54,0.00%,61.54
Kagiso Rabada,Bowler,42000000,Delhi Daredevils,2018,Overseas,5,8,2,14,4.00,57.14,0.00%,57.14,NA,NA,NA,NA,NA,NA,NA,8,1,13,8.00,61.54,0.00%,61.54
Kagiso Rabada,Bowler,92500000,Punjab Kings,2022,Overseas,5,8,2,14,4.00,57.14,0.00%,57.14,NA,NA,NA,NA,NA,NA,NA,8,1,13,8.00,61.54,0.00%,61.54
Kamlesh Nagarkoti,All-Rounder,32000000,Kolkata Knight Riders,2018,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kamlesh Nagarkoti,All-Rounder,11000000,Delhi Capitals,2022,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kane Richardson,Bowler,52500000,Pune Warriors India,2013,Overseas,18,192,11,167,17.45,114.97,11.38%,67.57,57,1,42,57.00,135.71,16.67%,60.00,93,7,100,13.29,93.00,7.00%,67.74
Kane Richardson,Bowler,10000000,Rajasthan Royals,2014,Overseas,18,192,11,167,17.45,114.97,11.38%,67.57,57,1,42,57.00,135.71,16.67%,60.00,93,7,100,13.29,93.00,7.00%,67.74
Kane Richardson,Bowler,20000000,Royal Challengers Bangalore,2016,Overseas,18,192,11,167,17.45,114.97,11.38%,67.57,57,1,42,57.00,135.71,16.67%,60.00,93,7,100,13.29,93.00,7.00%,67.74
Kane Richardson,Bowler,40000000,Royal Challengers Bangalore,2020,Overseas,18,192,11,167,17.45,114.97,11.38%,67.57,57,1,42,57.00,135.71,16.67%,60.00,93,7,100,13.29,93.00,7.00%,67.74
Kane Williamson,All-Rounder,6000000,Sunrisers Hyderabad,2015,Overseas,42,1297,34,1062,38.15,122.13,15.63%,67.08,358,9,315,39.78,113.65,12.06%,70.04,574,16,456,35.88,125.88,17.54%,63.83
Kane Williamson,Batsman,30000000,Sunrisers Hyderabad,2018,Overseas,42,1297,34,1062,38.15,122.13,15.63%,67.08,358,9,315,39.78,113.65,12.06%,70.04,574,16,456,35.88,125.88,17.54%,63.83
Kanishk Seth,All-Rounder,2000000,Chennai Super Kings,2018,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karan Sharma,All-Rounder,2000000,Lucknow Super Giants,2022,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karanveer Singh,All-Rounder,1000000,Kings XI Punjab,2014,Indian,4,12,1,17,12.00,70.59,5.88%,50.00,NA,NA,NA,NA,NA,NA,NA,12,1,17,12.00,70.59,5.88%,50.00
Karn Sharma,Bowler,37500000,Sunrisers Hyderabad,2014,Indian,27,267,13,230,20.54,116.09,10.87%,69.76,104,1,70,104.00,148.57,17.14%,72.41,130,9,136,14.44,95.59,6.62%,69.29
Karn Sharma,All-Rounder,32000000,Mumbai Indians,2017,Indian,27,267,13,230,20.54,116.09,10.87%,69.76,104,1,70,104.00,148.57,17.14%,72.41,130,9,136,14.44,95.59,6.62%,69.29
Karn Sharma,Bowler,50000000,Chennai Super Kings,2018,Indian,27,267,13,230,20.54,116.09,10.87%,69.76,104,1,70,104.00,148.57,17.14%,72.41,130,9,136,14.44,95.59,6.62%,69.29
Karn Sharma,Bowler,5000000,Royal Challengers Bangalore,2022,Indian,27,267,13,230,20.54,116.09,10.87%,69.76,104,1,70,104.00,148.57,17.14%,72.41,130,9,136,14.44,95.59,6.62%,69.29
Kartik Tyagi,Bowler,13000000,Rajasthan Royals,2020,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kartik Tyagi,Bowler,40000000,Sunrisers Hyderabad,2022,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Karun Nair,Batsman,7500000,Rajasthan Royals,2014,Indian,37,877,32,686,27.41,127.84,16.91%,65.44,279,14,224,19.93,124.55,14.29%,75.52,507,17,416,29.82,121.88,16.83%,57.51
Karun Nair,Batsman,40000000,Delhi Daredevils,2016,Indian,37,877,32,686,27.41,127.84,16.91%,65.44,279,14,224,19.93,124.55,14.29%,75.52,507,17,416,29.82,121.88,16.83%,57.51
Karun Nair,Batsman,56000000,Kings XI Punjab,2018,Indian,37,877,32,686,27.41,127.84,16.91%,65.44,279,14,224,19.93,124.55,14.29%,75.52,507,17,416,29.82,121.88,16.83%,57.51
Karun Nair,Batsman,5000000,Kolkata Knight Riders,2021,Indian,37,877,32,686,27.41,127.84,16.91%,65.44,279,14,224,19.93,124.55,14.29%,75.52,507,17,416,29.82,121.88,16.83%,57.51
Karun Nair,Batsman,14000000,Rajasthan Royals,2022,Indian,37,877,32,686,27.41,127.84,16.91%,65.44,279,14,224,19.93,124.55,14.29%,75.52,507,17,416,29.82,121.88,16.83%,57.51
Kedar Jadhav,Batsman,20000000,Delhi Daredevils,2014,Indian,39,623,21,465,29.67,133.98,15.27%,74.37,134,5,116,26.80,115.52,9.48%,78.10,365,12,248,30.42,147.18,17.74%,75.98
Kedar Jadhav,All-Rounder,78000000,Chennai Super Kings,2018,Indian,39,623,21,465,29.67,133.98,15.27%,74.37,134,5,116,26.80,115.52,9.48%,78.10,365,12,248,30.42,147.18,17.74%,75.98
Kedar Jadhav,All-Rounder,20000000,Sunrisers Hyderabad,2021,Indian,39,623,21,465,29.67,133.98,15.27%,74.37,134,5,116,26.80,115.52,9.48%,78.10,365,12,248,30.42,147.18,17.74%,75.98
Keemo Paul,All-Rounder,5000000,Delhi Capitals,2019,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevin Pietersen,Batsman,90000000,Delhi Daredevils,2014,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevin Pietersen,Batsman,20000000,Sunrisers Hyderabad,2015,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevin Pietersen,Batsman,35000000,Rising Pune Supergiant,2016,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevon Cooper,All-Rounder,3000000,Rajasthan Royals,2014,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kieron Pollard,All-Rounder,54000000,Mumbai Indians,2018,Overseas,82,1697,53,1180,32.02,143.81,17.71%,66.84,462,9,328,51.33,140.85,15.55%,67.87,981,37,686,26.51,143.00,18.22%,66.13
Kishore Pramod Kamath,All-Rounder,14000000,Mumbai Indians,2016,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KL Rahul,Batsman,10000000,Sunrisers Hyderabad,2014,Indian,34,904,26,689,34.77,131.20,15.97%,69.08,252,6,213,42.00,118.31,12.68%,66.67,539,16,378,33.69,142.59,18.52%,71.75
KL Rahul,Batsman,110000000,Kings XI Punjab,2018,Indian,34,904,26,689,34.77,131.20,15.97%,69.08,252,6,213,42.00,118.31,12.68%,66.67,539,16,378,33.69,142.59,18.52%,71.75
Kona Srikar Bharat,Wicket Keeper,1000000,Delhi Daredevils,2015,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kona Srikar Bharat,Wicket Keeper,2000000,Royal Challengers Bangalore,2021,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krishnappa Gowtham,All-Rounder,20000000,Mumbai Indians,2017,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krishnappa Gowtham,Bowler,62000000,Rajasthan Royals,2018,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krishnappa Gowtham,All-Rounder,92500000,Chennai Super Kings,2021,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krismar Santokie,Bowler,3000000,Mumbai Indians,2014,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krunal Pandya,All-Rounder,20000000,Mumbai Indians,2016,Indian,8,237,5,124,47.40,191.13,28.23%,79.78,129,1,51,129.00,252.94,37.25%,96.88,108,4,73,27.00,147.95,21.92%,70.18
Krunal Pandya,All-Rounder,88000000,Mumbai Indians,2018,Indian,8,237,5,124,47.40,191.13,28.23%,79.78,129,1,51,129.00,252.94,37.25%,96.88,108,4,73,27.00,147.95,21.92%,70.18
Krunal Pandya,All-Rounder,82500000,Lucknow Super Giants,2022,Indian,8,237,5,124,47.40,191.13,28.23%,79.78,129,1,51,129.00,252.94,37.25%,96.88,108,4,73,27.00,147.95,21.92%,70.18
Kshitiz Sharma,All-Rounder,2000000,Chennai Super Kings,2018,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuldeep Sen,Bowler,2000000,Rajasthan Royals,2022,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuldeep Yadav,Bowler,4000000,Kolkata Knight Riders,2014,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuldeep Yadav,Bowler,58000000,Kolkata Knight Riders,2018,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuldeep Yadav,Bowler,20000000,Delhi Capitals,2022,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuldip Yadav,Bowler,2000000,Rajasthan Royals,2021,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuldip Yadav,Bowler,2000000,Rajasthan Royals,2022,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kulwant Khejroliya,Bowler,1000000,Mumbai Indians,2017,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kulwant Khejroliya,Bowler,8500000,Royal Challengers Bangalore,2018,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kusal Janith Perera,Wicket Keeper,1500000,Rajasthan Royals,2013,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Abbott,Bowler,3000000,Chennai Super Kings,2015,Overseas,14,80,6,60,13.33,133.33,11.67%,86.79,1,1,3,1.00,33.33,0.00%,33.33,52,2,41,26.00,126.83,12.20%,77.78
Kyle Abbott,Bowler,21000000,Kings XI Punjab,2016,Overseas,14,80,6,60,13.33,133.33,11.67%,86.79,1,1,3,1.00,33.33,0.00%,33.33,52,2,41,26.00,126.83,12.20%,77.78
Kyle Jamieson,All-Rounder,150000000,Royal Challengers Bangalore,2021,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Mayers,All-Rounder,5000000,Lucknow Super Giants,2022,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lakshmipathy Balaji,Bowler,18000000,Kings XI Punjab,2014,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lalit Yadav,All-Rounder,2000000,Delhi Capitals,2020,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lalit Yadav,All-Rounder,6500000,Delhi Capitals,2022,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lasith Malinga,Bowler,20000000,Mumbai Indians,2019,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laxmi Ratan Shukla,All-Rounder,15000000,Delhi Daredevils,2014,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laxmi Ratan Shukla,All-Rounder,3000000,Sunrisers Hyderabad,2015,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liam Livingstone,All-Rounder,5000000,Rajasthan Royals,2019,Overseas,23,384,19,291,20.21,131.96,15.46%,68.29,39,4,35,9.75,111.43,11.43%,61.29,175,5,127,35.00,137.80,17.32%,67.62
Liam Livingstone,All-Rounder,7500000,Rajasthan Royals,2021,Overseas,23,384,19,291,20.21,131.96,15.46%,68.29,39,4,35,9.75,111.43,11.43%,61.29,175,5,127,35.00,137.80,17.32%,67.62
Liam Livingstone,All-Rounder,115000000,Punjab Kings,2022,Overseas,23,384,19,291,20.21,131.96,15.46%,68.29,39,4,35,9.75,111.43,11.43%,61.29,175,5,127,35.00,137.80,17.32%,67.62
Lockie Ferguson,Bowler,5000000,Rising Pune Supergiant,2017,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lockie Ferguson,Bowler,16000000,Kolkata Knight Riders,2019,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lockie Ferguson,Bowler,100000000,Gujarat Titans,2022,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Pomersbach,Batsman,22500000,Kings XI Punjab,2013,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lukman Hussain Meriwala,Bowler,2000000,Delhi Capitals,2021,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lungisani Ngidi,Bowler,5000000,Chennai Super Kings,2018,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lungisani Ngidi,Bowler,5000000,Delhi Capitals,2022,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luvnith Sisodia,Wicket Keeper,2000000,Royal Challengers Bangalore,2022,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M Siddharth,Bowler,2000000,Kolkata Knight Riders,2020,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M Siddharth,Bowler,2000000,Delhi Capitals,2021,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M. Ashwin,Bowler,45000000,Rising Pune Supergiant,2016,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M. Ashwin,Bowler,10000000,Delhi Daredevils,2017,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M. Ashwin,Bowler,22000000,Royal Challengers Bangalore,2018,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M. Ashwin,Bowler,2000000,Kings XI Punjab,2019,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M. Harisankar Reddy,Bowler,2000000,Chennai Super Kings,2021,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Washington Sundar,All-Rounder,32000000,Royal Challengers Bangalore,2018,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maheesh Theekshana,Bowler,7000000,Chennai Super Kings,2022,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mahipal Lomror,All-Rounder,1000000,Delhi Daredevils,2016,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mahipal Lomror,All-Rounder,2000000,Rajasthan Royals,2018,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mahipal Lomror,All-Rounder,9500000,Royal Challengers Bangalore,2022,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Manan Ajay Sharma,All-Rounder,1000000,Kolkata Knight Riders,2016,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Manan Vohra,Batsman,11000000,Royal Challengers Bangalore,2018,Indian,32,728,28,562,26.00,129.54,17.44%,61.21,208,14,189,14.86,110.05,11.64%,62.28,423,10,300,42.30,141.00,21.33%,58.90
Manan Vohra,Batsman,2000000,Rajasthan Royals,2019,Indian,32,728,28,562,26.00,129.54,17.44%,61.21,208,14,189,14.86,110.05,11.64%,62.28,423,10,300,42.30,141.00,21.33%,58.90
Manan Vohra,Batsman,2000000,Lucknow Super Giants,2022,Indian,32,728,28,562,26.00,129.54,17.44%,61.21,208,14,189,14.86,110.05,11.64%,62.28,423,10,300,42.30,141.00,21.33%,58.90
Mandeep Hardev Singh,All-Rounder,8000000,Kings XI Punjab,2014,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mandeep Singh,All-Rounder,14000000,Royal Challengers Bangalore,2018,Indian,28,528,23,422,22.96,125.12,17.30%,63.61,74,3,59,24.67,125.42,16.95%,61.22,275,12,205,22.92,134.15,19.02%,66.87
Mandeep Singh,Batsman,11000000,Delhi Capitals,2022,Indian,28,528,23,422,22.96,125.12,17.30%,63.61,74,3,59,24.67,125.42,16.95%,61.22,275,12,205,22.92,134.15,19.02%,66.87
Manish Pandey,Batsman,17000000,Kolkata Knight Riders,2014,Indian,50,1085,41,905,26.46,119.89,13.37%,67.98,294,18,283,16.33,103.89,8.83%,66.67,520,16,424,32.50,122.64,14.86%,68.14
Manish Pandey,Batsman,110000000,Sunrisers Hyderabad,2018,Indian,50,1085,41,905,26.46,119.89,13.37%,67.98,294,18,283,16.33,103.89,8.83%,66.67,520,16,424,32.50,122.64,14.86%,68.14
Manish Pandey,Batsman,46000000,Lucknow Super Giants,2022,Indian,50,1085,41,905,26.46,119.89,13.37%,67.98,294,18,283,16.33,103.89,8.83%,66.67,520,16,424,32.50,122.64,14.86%,68.14
Manjot Kalra,Batsman,2000000,Delhi Daredevils,2018,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Manoj Tiwary,Batsman,28000000,Delhi Daredevils,2014,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Manoj Tiwary,Batsman,5000000,Rising Pune Supergiant,2017,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Manoj Tiwary,Batsman,10000000,Kings XI Punjab,2018,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Manpreet Gony,Bowler,37500000,Kings XI Punjab,2013,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Manpreet Gony,Bowler,6000000,Gujarat Lions,2017,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Manprit Juneja,Batsman,1000000,Sunrisers Hyderabad,2014,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Manvinder Bisla,Wicket Keeper,6000000,Kolkata Knight Riders,2014,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Manzoor Dar,All-Rounder,2000000,Kings XI Punjab,2018,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marchant De Lange,Bowler,3000000,Mumbai Indians,2014,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marco Jansen,All-Rounder,2000000,Mumbai Indians,2021,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marco Jansen,All-Rounder,42000000,Sunrisers Hyderabad,2022,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcus Stoinis,All-Rounder,2500000,Delhi Daredevils,2015,Overseas,20,363,17,311,21.35,116.72,12.54%,70.22,99,4,85,24.75,116.47,10.59%,77.63,220,10,178,22.00,123.60,15.17%,68.87
Marcus Stoinis,All-Rounder,5500000,Kings XI Punjab,2016,Overseas,20,363,17,311,21.35,116.72,12.54%,70.22,99,4,85,24.75,116.47,10.59%,77.63,220,10,178,22.00,123.60,15.17%,68.87
Marcus Stoinis,All-Rounder,62000000,Kings XI Punjab,2018,Overseas,20,363,17,311,21.35,116.72,12.54%,70.22,99,4,85,24.75,116.47,10.59%,77.63,220,10,178,22.00,123.60,15.17%,68.87
Marcus Stoinis,All-Rounder,48000000,Delhi Capitals,2020,Overseas,20,363,17,311,21.35,116.72,12.54%,70.22,99,4,85,24.75,116.47,10.59%,77.63,220,10,178,22.00,123.60,15.17%,68.87
Mark Wood,Bowler,15000000,Chennai Super Kings,2018,Overseas,3,26,1,25,26.00,104.00,8.00%,78.26,3,0,4,NA,75.00,0.00%,75.00,4,0,4,NA,100.00,0.00%,100.00
Mark Wood,Bowler,75000000,Lucknow Super Giants,2022,Overseas,3,26,1,25,26.00,104.00,8.00%,78.26,3,0,4,NA,75.00,0.00%,75.00,4,0,4,NA,100.00,0.00%,100.00
Martin Guptill,Batsman,5000000,Kings XI Punjab,2017,Overseas,31,970,27,703,35.93,137.98,19.20%,62.32,253,4,179,63.25,141.34,16.20%,75.33,439,15,323,29.27,135.91,21.67%,50.20
Martin Guptill,Batsman,10000000,Sunrisers Hyderabad,2019,Overseas,31,970,27,703,35.93,137.98,19.20%,62.32,253,4,179,63.25,141.34,16.20%,75.33,439,15,323,29.27,135.91,21.67%,50.20
Matt Henry,Bowler,3000000,Chennai Super Kings,2014,Overseas,6,49,3,29,16.33,168.97,24.14%,77.27,NA,NA,NA,NA,NA,NA,NA,32,2,17,16.00,188.24,23.53%,92.31
Matt Henry,Bowler,5000000,Kings XI Punjab,2017,Overseas,6,49,3,29,16.33,168.97,24.14%,77.27,NA,NA,NA,NA,NA,NA,NA,32,2,17,16.00,188.24,23.53%,92.31
Matthew Wade,Wicket Keeper,24000000,Gujarat Titans,2022,Overseas,32,556,26,455,21.38,122.20,12.09%,74.50,114,4,116,28.50,98.28,6.03%,69.72,278,14,192,19.86,144.79,16.67%,80.00
